compass_mean,compass_std,exact_mean,exact_std,family,index,mean_error_in_exact_std,n_observations,parameter,runtime_seconds,shared_synchronization_max_abs,std_ratio_to_exact,truth
1.213591456413269,0.08461903035640717,1.2205344604476296,0.039459825164556435,vertical,22,0.17595121127391317,25,local,214.42102563404478,0.0,2.144434928894043,1.2736373536948826
0.4334959387779236,0.11415820568799973,0.4133100898365486,0.07304968860501815,vertical,23,0.2763303899968756,25,local,214.42102563404478,0.0,1.5627473592758179,0.33463773640856553
0.30285704135894775,0.11772754043340683,0.29902961292437136,0.09070186543940288,vertical,24,0.042197902061159566,25,local,214.42102563404478,0.0,1.297961711883545,0.14170479922167356
0.9839106202125549,0.08379139751195908,0.9814346333077484,0.024710244977046464,vertical,-1,0.10020042210817337,50,global,418.6829915540293,0.0,3.390957832336426,1.0
1.3451101779937744,0.07379715889692307,1.352536247497386,0.03553401915414709,vertical,0,0.20898478923527591,50,local,418.6829915540293,0.0,2.076802968978882,1.3717528597604374
1.2205849885940552,0.0753009021282196,1.2294824119690082,0.038826750133077015,vertical,1,0.22915704622347977,50,local,418.6829915540293,0.0,1.9394078254699707,1.2166542142247603
-1.7217285633087158,0.06924781203269958,-1.7157897427863462,0.028725354431536728,vertical,2,0.20674489975481541,50,local,418.6829915540293,0.0,2.4106860160827637,-1.6981153273636793
1.6476401090621948,0.06968247145414352,1.6527959719678706,0.029825426641280694,vertical,3,0.17286803530715336,50,local,418.6829915540293,0.0,2.3363444805145264,1.6688579094475795
0.9680169820785522,0.0854964554309845,0.9819921374424301,0.04776766951583026,vertical,4,0.29256514930556643,50,local,418.6829915540293,0.0,1.7898393869400024,0.9779809508884321
0.6709157824516296,0.09312234073877335,0.6779263218027329,0.060761917048231945,vertical,5,0.11537719169621374,50,local,418.6829915540293,0.0,1.532577395439148,0.6487081877924252
-1.7731032371520996,0.07167693972587585,-1.780491082136067,0.0278685038543135,vertical,6,0.26509657721808416,50,local,418.6829915540293,0.0,2.571969509124756,-1.752883613073935
0.9637044072151184,0.08132252842187881,0.9635313745149701,0.04720405990018946,vertical,7,0.0036656317383338276,50,local,418.6829915540293,0.0,1.722786784172058,0.9680270489054204
-0.24198868870735168,0.10813956707715988,-0.25125090332433503,0.08199480258797706,vertical,8,0.11296099660762482,50,local,418.6829915540293,0.0,1.3188588619232178,-0.18423111267464876
-0.4847717583179474,0.10041776299476624,-0.49237185607327644,0.07224563829515546,vertical,9,0.10519801519753041,50,local,418.6829915540293,0.0,1.3899492025375366,-0.5433115726557105
1.5738375186920166,0.06895534694194794,1.5815218755846343,0.031096437597656432,vertical,10,0.24711373669364728,50,local,418.6829915540293,0.0,2.217467784881592,1.5808349202759824
0.31722328066825867,0.10399048030376434,0.31032595152649356,0.08426347822291935,vertical,11,0.0818543132472908,50,local,418.6829915540293,0.0,1.234110951423645,0.3550164880092037
1.9665464162826538,0.0690813660621643,1.9711864579944514,0.019018116218249385,vertical,12,0.24398009027545337,50,local,418.6829915540293,0.0,3.6323981285095215,1.9652727205924059
-0.010072150267660618,0.10852262377738953,-0.017700206087662994,0.0925393019123351,vertical,13,0.08243044482039245,50,local,418.6829915540293,0.0,1.1727192401885986,0.011683095505452545
-0.8131201863288879,0.08529412746429443,-0.8207127105721681,0.054179986259176055,vertical,14,0.14013521906337278,50,local,418.6829915540293,0.0,1.574273705482483,-0.883016244480026
0.324523389339447,0.10632617771625519,0.3179051801738008,0.0827796902774105,vertical,15,0.07994967296286476,50,local,418.6829915540293,0.0,1.2844476699829102,0.3090967595304064
-1.8266897201538086,0.06929584592580795,-1.8331580304595965,0.027096849071710467,vertical,16,0.23871079211718713,50,local,418.6829915540293,0.0,2.557339668273926,-1.8950051107364123
0.4182409942150116,0.10135849565267563,0.423007140398759,0.0808042703299815,vertical,17,0.058983840387194904,50,local,418.6829915540293,0.0,1.2543704509735107,0.4078734860812707
-1.8086103200912476,0.0696035623550415,-1.8117281334565956,0.027384836448338588,vertical,18,0.11385181617680078,50,local,418.6829915540293,0.0,2.541682720184326,-1.8012520180457345
0.02785513736307621,0.10937361419200897,0.0167518017539222,0.09038440742985877,vertical,19,0.12284569789065175,50,local,418.6829915540293,0.0,1.2100938558578491,0.011808080988597869
1.2508713006973267,0.0739755854010582,1.2609282347023836,0.037804467375123524,vertical,20,0.2660250151196332,50,local,418.6829915540293,0.0,1.9567948579788208,1.2980199322889288
0.5309495329856873,0.09804258495569229,0.5282091994072913,0.06828866502058781,vertical,21,0.04012867402767092,50,local,418.6829915540293,0.0,1.4357081651687622,0.4004208616716589
1.20830237865448,0.07825970649719238,1.2134816371917139,0.03896072170693281,vertical,22,0.13293538492928567,50,local,418.6829915540293,0.0,2.0086822509765625,1.2736373536948826
0.4279795289039612,0.10137899965047836,0.4048230196312734,0.07250456018825166,vertical,23,0.319380039166695,50,local,418.6829915540293,0.0,1.3982431888580322,0.33463773640856553
0.2908253073692322,0.10603498667478561,0.2896840517092927,0.08980517088945095,vertical,24,0.012708128592554779,50,local,418.6829915540293,0.0,1.1807224750518799,0.14170479922167356
-1.576751470565796,0.07524216175079346,-1.5659232797258007,0.031137154446200774,vertical,25,0.3477578806600425,50,local,418.6829915540293,0.0,2.4164750576019287,-1.5531948725792901
